Unnamed: 0,id,owner,device,timestamp,cellinfo.wgs84.lat,cellinfo.wgs84.lon,cellinfo.azimuth_degrees,cell,cellinfo.postal_code
10570,10570,Agent15,15_1,2023-05-14 01:34:08.711667,52.04305029300129,4.355578979769384,120,0-0-0,2497GC
10571,10571,Agent15,15_1,2023-05-14 01:42:08.451378,52.04305029300129,4.355578979769384,120,0-0-0,2497GC
10572,10572,Agent15,15_1,2023-05-14 02:06:49.967863,52.0485510644788,4.373136281554398,240,0-0-0,2496WX
10573,10573,Agent15,15_1,2023-05-14 04:15:14.544833,52.040652101708375,4.33646647725439,190,0-0-0,2288GM
10574,10574,Agent15,15_1,2023-05-14 04:43:30.603316,52.04544334213244,4.346616816639904,120,0-0-0,2289CP
10575,10575,Agent15,15_1,2023-05-14 05:38:41.029760,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10576,10576,Agent15,15_1,2023-05-14 06:24:19.427722,52.0396415929908,4.3897795793658165,270,0-0-0,2631AC
10577,10577,Agent15,15_1,2023-05-14 07:36:23.506319,52.02767176582986,4.357769210259272,170,0-0-0,2612CT
10578,10578,Agent15,15_1,2023-05-14 08:24:00.966003,51.91316516163369,4.412819733132867,120,0-0-0,3029AK
10579,10579,Agent15,15_1,2023-05-14 09:33:26.167503,52.04479025574549,4.395947789926085,210,0-0-0,2631GC
10580,10580,Agent15,15_1,2023-05-14 11:12:40.805436,52.0295461437887,4.336931009243176,60,0-0-0,2288GP
10581,10581,Agent15,15_1,2023-05-14 11:29:31.559140,52.03666344832492,4.364296146600832,120,0-0-0,2497BW
10582,10582,Agent15,15_1,2023-05-14 13:04:37.066266,52.02651222716517,4.361890476419118,150,0-0-0,2612TL
10583,10583,Agent15,15_1,2023-05-14 15:13:06.913304,52.02767176582986,4.357769210259272,170,0-0-0,2612CT
10584,10584,Agent15,15_1,2023-05-14 16:47:24.395001,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10585,10585,Agent15,15_1,2023-05-14 16:48:56.631155,52.03913150974646,4.368000304253156,120,0-0-0,2497DM
10586,10586,Agent15,15_1,2023-05-14 18:05:22.879616,52.02767176582986,4.357769210259272,40,0-0-0,2612CT
10587,10587,Agent15,15_1,2023-05-14 20:03:09.570971,52.03666344832492,4.364296146600832,0,0-0-0,2497BW
10588,10588,Agent15,15_1,2023-05-14 20:23:40.823975,52.0295461437887,4.336931009243176,60,0-0-0,2288GP
